Tarih,Dolar_Kuru
2010-12-01,1.51482173913043
2011-01-01,1.55674761904762
2011-02-01,1.582515
2011-03-01,1.57221304347826
2011-04-01,1.51456190476190
2011-05-01,1.56785
2011-06-01,1.59536818181818
2011-07-01,1.64945714285714
2011-08-01,1.74747391304348
2011-09-01,1.78592409090909
2011-10-01,1.82206190476190
2011-11-01,1.80468636363636
2011-12-01,1.86103181818182
